Position_Id,Instrument_Type,Instrument_Name,Asset_Class,Currency,Notional,Market_Value,Delta,Volatility,Gamma,Vega,Theta,Rho
TSLA-497,Equity,TSLA,Equity,USD,39809775,9713320.460490141,0.9460262554655586,0.27382857107545716,0.000161918,0.28548906750042685,-0.008611523,0.009993693
AAPL Call Option-474,Equity Option,AAPL Call Option,Equity,USD,14908369,9609232.702196613,-0.985159459,0.22005086950226999,-0.012101878,-1.352450361,-0.207781468,-0.045622401
US 10Y Treasury-498,Bond,US 10Y Treasury,Rates,USD,14454489,9923015.810602732,-0.112339384,0.2601135507566802,0.000619094,0.02185952,-0.002891535,-0.269210856
MSFT-454,Equity,MSFT,Equity,USD,35335345,-468236.4216,0.12242428814061021,0.32394253962521247,0.000954037,0.5341016158389982,-0.022347898,0.005562439
MSFT-455,Equity,MSFT,Equity,USD,30574192,9276179.392,-0.274268813,0.3802062508383747,-0.000822808,-0.25761026,-0.002616209,-0.004627717
USD/JPY-488,FX Forward,USD/JPY,FX,USD,25400102,-2088016.363,-0.582163331,0.37093124,0.00036492,0.1366922250332886,-0.00420595,-0.002058113
USD/JPY-489,FX Forward,USD/JPY,FX,USD,42885761,-9474111.187,1.2113903703757818,0.3968925185666121,0.001530564,0.2003778639705168,0.009872631,0.06162335
Bund 10Y-459,Bond,Bund 10Y,Rates,EUR,17158313,-5513056.273,0.043201481,0.5145012254045848,0.000173988,-0.06859186,-0.004699383,-0.11002104
MSFT-456,Equity,MSFT,Equity,USD,22483172,8905924.898747694,-0.205436445,0.5376944355880582,0.002045112,0.07525975,-0.02162255,-0.009079695
EUR/USD Call Option-450,FX Option,EUR/USD Call Option,FX,USD,31174132,-9724706.133,0.065039287,0.4554876653084386,-0.04441359,-0.287750174,0.10760978048837053,-0.010971646
Bund 10Y-460,Bond,Bund 10Y,Rates,EUR,23355660,919882.7084595002,0.8222140010721227,0.093418234,-8.01E-05,-0.032489973,-0.001040911,0.6902037032713143
USD/JPY-490,FX Forward,USD/JPY,FX,USD,27939429,-8487968.222,2.302281666014629,0.5787108153304639,-0.001552122,0.12561497506623961,0.002533523,-0.017468922
US 10Y Treasury-499,Bond,US 10Y Treasury,Rates,USD,38191661,-4272068.431,0.6823932621030078,0.5710689474908754,0.000212106,0.02832041,-0.001819327,0.33122999889056975
WTI Crude Oil-501,Commodity Future,WTI Crude Oil,Commodity,USD,44281123,-8238142.986,0.5433952514955999,0.4414370869999445,-0.002107242,0.088161091,-0.006533975,-0.021203217
AAPL Call Option-475,Equity Option,AAPL Call Option,Equity,USD,14284940,7190572.422261126,-1.053124588,0.33459148927105803,-0.031112428,-1.185726207,-0.170798214,0.064686602
EUR/USD-468,FX Forward,EUR/USD,FX,USD,11499772,1821414.1929541156,-0.642737097,0.1878400970847407,-0.000201351,-0.009736339,-0.019903814,-0.056268514
Bund 10Y-461,Bond,Bund 10Y,Rates,EUR,38606466,8042129.314366259,-0.542596703,0.46599312672438176,-0.000127535,-0.007126832,-0.001731694,-0.418167714
US 10Y Treasury-500,Bond,US 10Y Treasury,Rates,USD,27813487,3767063.990804566,-0.551119879,0.532823098,0.000262183,0.013248356013369173,-0.009821384,-0.500746256
AAPL Call Option-476,Equity Option,AAPL Call Option,Equity,USD,32115507,9420582.624901995,0.9935736126079789,0.4158531804894658,0.032048671345139224,1.6108731703490846,0.066498772,0.094470762
MSFT-457,Equity,MSFT,Equity,USD,30345035,197553.09520813078,-0.57450489,0.39598994807397386,0.002402559,-0.173423152,-0.000357646,0.015550342854621178
WTI Crude Oil-502,Commodity Future,WTI Crude Oil,Commodity,USD,25517266,2774211.635,1.4253085723881396,0.15615258751382238,2.324633367220176e-05,-0.130064073,0.004386849,0.017063802956227742
AAPL Call Option-477,Equity Option,AAPL Call Option,Equity,USD,37075122,1526176.3977811318,0.1197561994346032,0.24678808759180426,0.001472453,2.0794949820371174,0.1825215686979245,-0.004911624
Gold-470,Commodity Future,Gold,Commodity,USD,18197271,-314791.4111,-0.09827424,0.4477249221178816,-0.00268948,0.16736678641922093,0.027909455,0.003953432
USD/JPY-491,FX Forward,USD/JPY,FX,USD,14233059,6919187.308460254,-0.203130062,0.059294306,0.000134126,-0.140496676,-0.002127731,-0.008672694
AAPL Call Option-478,Equity Option,AAPL Call Option,Equity,USD,417152,2890502.7134072036,-1.122803565,0.4026953524538873,-0.019273678,1.975047407,-0.084722686,-0.017592194
EUR/USD-469,FX Forward,EUR/USD,FX,USD,29007585,6026245.297109457,-0.452274902,0.47166866555563636,-0.000496505,0.276258748,-0.003070353,-0.039088492
US 10Y Treasury-501,Bond,US 10Y Treasury,Rates,USD,7696477,5727278.732048264,0.5376361479011841,0.2340874674489299,-3.71E-05,0.052641953,0.001639254,0.12423220718969169
WTI Crude Oil-503,Commodity Future,WTI Crude Oil,Commodity,USD,29725849,-6179096.787,0.7325479660224896,0.091892273,-0.000312924,0.14678879317440077,-0.042048936,0.034337994
EUR/USD Call Option-451,FX Option,EUR/USD Call Option,FX,USD,14390924,3003270.650352875,0.15558325267006629,0.5005156583861992,-0.009408696,-1.309591148,-0.160983407,0.13270604955686888
TSLA-498,Equity,TSLA,Equity,USD,13706497,-6007039.616,0.7255771740481677,0.12801025621676249,0.000553055,-0.106007487,-0.011633737,-0.016359228
AAPL Call Option-479,Equity Option,AAPL Call Option,Equity,USD,27283773,1666409.5648754165,0.1562332698123353,0.25394060828337545,0.016595607,0.7080272791576002,-0.149967311,0.01751862
EUR/USD Call Option-452,FX Option,EUR/USD Call Option,FX,USD,6170517,3548693.6889260095,0.3537980506309777,0.43898975778727894,0.040986657799239025,1.149169966347098,0.092601278,0.026213090341508954
EUR/USD Call Option-453,FX Option,EUR/USD Call Option,FX,USD,12272207,9944701.431751736,1.970685065845125,0.49934229320828843,0.020208114388796824,-1.023073956,-0.023019079,-0.06319329
AAPL-522,Equity,AAPL,Equity,USD,709003,-9389160.437,0.18215804044705647,0.5243100551686837,-0.001657861,0.19210333232464755,-0.000439968,-0.015842923
EUR/USD-470,FX Forward,EUR/USD,FX,USD,25322504,-8175152.118,-2.04859807,0.3417294553861135,0.000259169,0.066189706,0.001999069,0.010914378718453034
EUR/USD-471,FX Forward,EUR/USD,FX,USD,15857040,-8459466.073,-2.510598035,0.31172943305072603,-0.000727796,-0.211382044,-0.003412844,-0.048023418
AAPL-523,Equity,AAPL,Equity,USD,44093417,-2032774.275,-0.69934414,0.5165745023599163,-0.006716199,-0.160890491,-0.012635069,-0.006380027
Gold-471,Commodity Future,Gold,Commodity,USD,30091761,6431767.229716275,0.253254259,0.3596924022761091,0.000431223,0.5600406118355439,0.005638195,0.045696031
TSLA-499,Equity,TSLA,Equity,USD,12357042,6881126.655742712,1.033778550489849,0.3682579006283771,-0.001146017,-0.321466756,-0.024516774,-0.000255315
USD/JPY-492,FX Forward,USD/JPY,FX,USD,11721446,4739591.914423034,0.016855114827577972,0.2886853523965904,-0.000360828,0.025144318688099694,-0.003781608,0.004415829
US 10Y Treasury-502,Bond,US 10Y Treasury,Rates,USD,15070770,7937564.836598955,0.1056463536893995,0.2550476845565718,-0.000317529,-0.036275344,-0.00688019,-0.34388269
WTI Crude Oil-504,Commodity Future,WTI Crude Oil,Commodity,USD,45774664,-3542801.117,0.6493982078815238,0.31429747150940596,0.001714893,-0.066350499,-0.019328412,-0.00951466
US 10Y Treasury-503,Bond,US 10Y Treasury,Rates,USD,29925833,-8236907.115,-0.565768897,0.25066612153286993,-1.14E-05,0.001608168,-0.000484209,-0.244927668
TSLA-500,Equity,TSLA,Equity,USD,37114486,-8836939.44,-0.006388535,0.2389505474830812,0.001427534,-0.247626993,0.007201171,-0.014402121
US 10Y Treasury-504,Bond,US 10Y Treasury,Rates,USD,46997331,7042654.392387725,0.22664879434225846,0.5965153881043416,-4.66E-06,0.037074091,-0.005658836,-0.321787559
AAPL-524,Equity,AAPL,Equity,USD,44691363,4608725.887073826,-0.356885465,0.2349174217395164,0.000166783,0.39867018,-0.002552972,0.003287354
EUR/USD-472,FX Forward,EUR/USD,FX,USD,13409699,3972306.1202224176,-0.954589303,0.1910110611429669,3.0080956168275985e-05,0.089070239,-0.009291748,-0.004438089
US 10Y Treasury-505,Bond,US 10Y Treasury,Rates,USD,23859876,-3206473.229,0.3449653930109049,0.2446582494134446,0.000346881,-0.069417311,-0.00218037,0.28107201312907437
Bund 10Y-462,Bond,Bund 10Y,Rates,EUR,17813448,-2401896.228,0.6898964882836877,0.3749297373498583,-0.000781011,-0.004265524,-0.003026395,0.05760426
EUR/USD Call Option-454,FX Option,EUR/USD Call Option,FX,USD,21825803,9162270.577986386,0.091793278,0.5510447676427408,-0.011759242,-0.755736538,0.12414967534546836,0.012337172805945873
EUR/USD Call Option-455,FX Option,EUR/USD Call Option,FX,USD,29995510,-8723905.118,-1.858917535,0.4833253376087685,-0.019690651,0.014953533609885074,-0.241397752,0.12884719158188332
AAPL Call Option-480,Equity Option,AAPL Call Option,Equity,USD,35622919,5474634.738755852,-0.605383711,0.5132326264916357,0.007757773,2.200193392856742,-0.131652881,-0.003893568
TSLA-501,Equity,TSLA,Equity,USD,32530196,-3807333.526,-0.390443117,0.5224547358761217,-0.001911087,-0.473006044,-0.02361518,-0.020546833
Gold-472,Commodity Future,Gold,Commodity,USD,48420330,-9218907.632,0.47251593487389953,0.5562906180457771,-0.000211747,0.2180529475086779,-0.000166105,-0.012887104
Bund 10Y-463,Bond,Bund 10Y,Rates,EUR,35074134,4851402.215,-0.268660751,0.17928917809988393,-0.000139885,-0.019081371,-0.001277582,0.2583527932615663
AAPL-525,Equity,AAPL,Equity,USD,24671210,-3381762.286,-0.406749379,0.3021013170705895,-0.001643101,0.17213226463730535,-0.035933729,0.007634132
MSFT-458,Equity,MSFT,Equity,USD,46034221,4442950.374855932,1.0096851347765055,0.2618587166170456,0.000354498,0.03153054,-0.010175922,-0.002135402
AAPL-526,Equity,AAPL,Equity,USD,43154267,4153087.6623624023,1.2928035395786457,0.2600323470374252,0.001152083,0.034385742210078285,-0.028900621,-0.007932634
EUR/USD Call Option-456,FX Option,EUR/USD Call Option,FX,USD,16905885,695737.5087,0.080668874,0.4087560084362016,0.003003111,1.589630913687376,0.082774446,0.19499912571608546
Gold-473,Commodity Future,Gold,Commodity,USD,45589266,5547462.584210975,-1.089213023,0.27099168317475886,-0.001297723,0.3227511939068779,-0.001194165,-0.002854011
Gold-474,Commodity Future,Gold,Commodity,USD,18846603,1620766.4834248684,-1.214838899,0.388981668,-0.001162233,-0.35434574,-0.017973229,0.02556487
Bund 10Y-464,Bond,Bund 10Y,Rates,EUR,46471014,-4267262.943,0.39372104495465154,0.26025365005029427,0.0001577,0.00469858,-0.003284204,0.078839306
AAPL Call Option-481,Equity Option,AAPL Call Option,Equity,USD,14552475,4682306.021,-0.620651341,0.22112050049843263,-0.006376757,-3.346496706,-0.311936513,0.003230773
TSLA-502,Equity,TSLA,Equity,USD,10356299,1782796.317554472,-0.021133366,0.2441924481437494,0.000787926,-0.141717118,-0.01828233,-0.000247779
USD/JPY-493,FX Forward,USD/JPY,FX,USD,39971629,-9745454.366,-0.224650453,0.4920663808075678,-0.000112497,0.24890928243676289,0.00265267,-0.012237675
EUR/USD-473,FX Forward,EUR/USD,FX,USD,9665697,8032883.555406187,0.1802384401757491,0.38057807,0.001027763,-0.196543306,-0.012071635,-0.018891004
Bund 10Y-465,Bond,Bund 10Y,Rates,EUR,5108029,912872.3664862681,0.20204894776966056,0.585698753,-0.000703135,-0.029083317,-0.003180818,-0.038608662
Gold-475,Commodity Future,Gold,Commodity,USD,28689085,7372545.309590634,-1.040272152,0.507960925,7.992082577683106e-05,-0.227832997,-0.001307517,-0.028879471
MSFT-459,Equity,MSFT,Equity,USD,43366078,7654736.779644892,-0.653876573,0.3171793345837226,0.001147503,-0.163260669,0.013269566458737947,0.010240381156219079
WTI Crude Oil-505,Commodity Future,WTI Crude Oil,Commodity,USD,41960843,-1100666.865,0.17676563298670792,0.1833069843017417,0.000196877,0.10472975950224388,0.002877986,0.009504063
Gold-476,Commodity Future,Gold,Commodity,USD,745452,153199.92902461812,0.019331678970336653,0.4206500113003298,-0.001909043,0.1423051881006579,-0.007171405,-0.007930493
AAPL Call Option-482,Equity Option,AAPL Call Option,Equity,USD,35309875,-1684912.246,-1.097093604,0.4496553150215646,-0.023024447,-1.497438056,0.094019152,-0.017095781
AAPL Call Option-483,Equity Option,AAPL Call Option,Equity,USD,27367618,-1011264.494,1.530883402368804,0.30529678888557743,-0.009573456,-1.840534886,-0.145728452,-0.042747948
Gold-477,Commodity Future,Gold,Commodity,USD,5828790,7902943.1794345565,-1.412447094,0.17645717282587986,-0.000720865,-0.028060444,0.019780825727660465,0.020855713465396084
AAPL Call Option-484,Equity Option,AAPL Call Option,Equity,USD,35045120,5762880.279358219,0.828558995,0.3564810748247958,-0.012204512,1.2061593555463332,0.060481476,0.009112068
Bund 10Y-466,Bond,Bund 10Y,Rates,EUR,48787330,-7469486.474,-0.990444171,0.18960608879769564,-0.000138722,0.012329289357399282,0.000364084,-0.012949384
Gold-478,Commodity Future,Gold,Commodity,USD,25787139,2206155.630801918,0.9556935803568408,0.5669990746967407,-0.00098468,0.3610094158428006,0.004022028,-0.019863913
Gold-479,Commodity Future,Gold,Commodity,USD,18345052,9918132.807726845,-1.79934069,0.39588633641854565,-0.000700021,0.15899326389863383,-0.004693812,0.029827372448107382
TSLA-503,Equity,TSLA,Equity,USD,3398771,1911014.024649715,0.9008165505060217,0.21056202891806813,-0.001049476,-0.054870821,-0.006338192,0.00697842
EUR/USD-474,FX Forward,EUR/USD,FX,USD,24855719,5717432.512,0.18201172822104952,0.1686518785839885,0.000213927,0.058652054,-0.013045991,-0.042073146
MSFT-460,Equity,MSFT,Equity,USD,28004423,5381229.467623418,0.7780254812453594,0.44419780586181645,0.001964459,-0.382093752,-0.01364491,0.005207584
AAPL Call Option-485,Equity Option,AAPL Call Option,Equity,USD,40992730,-2993649.483,-0.62077383,0.43928630413296404,-0.006968129,2.3782750102136627,-0.232859567,0.053746382
TSLA-504,Equity,TSLA,Equity,USD,48225983,-2563013.946,0.23841318739990106,0.3784227273297161,0.002237391,-0.153686336,-0.035309967,-0.003161978
EUR/USD Call Option-457,FX Option,EUR/USD Call Option,FX,USD,2270972,4481528.435808064,0.17639295236923555,0.3878655638485717,0.021547344539943936,-1.022278369,-0.06625219,0.094116899
EUR/USD Call Option-458,FX Option,EUR/USD Call Option,FX,USD,19607718,-329.3679033,0.11107012149101823,0.3821279515540926,-0.009905142,-0.686126934,-0.209388168,-0.124675502
USD/JPY-494,FX Forward,USD/JPY,FX,USD,39635873,1411414.1826077607,-0.703810507,0.24805689574578443,0.000836079,0.084022941,-0.006694756,0.042264774
USD/JPY-495,FX Forward,USD/JPY,FX,USD,45644667,4258115.807296751,1.606549985529784,0.5655779255041103,0.001609511,-0.086633569,0.005028723,0.022628025851200037
US 10Y Treasury-506,Bond,US 10Y Treasury,Rates,USD,43832073,5551500.540781004,-1.10936076,0.3136031553446047,0.000254855,-0.070798243,0.000512297,0.1614521806851863
Bund 10Y-467,Bond,Bund 10Y,Rates,EUR,20092991,-4569668.445,-0.945073887,0.061180345,-2.84E-05,0.04844104,-0.001906703,0.16858603617831422
Bund 10Y-468,Bond,Bund 10Y,Rates,EUR,12824780,-7064124.811,-0.902351723,0.24159873831357892,6.597285403002229e-05,-0.015868022,-0.001835599,-0.284368133
AAPL-527,Equity,AAPL,Equity,USD,36291540,-4164107.066,1.4043321864704847,0.12165541825617973,-0.000383834,-0.437144698,-0.014706032,0.009683521
MSFT-461,Equity,MSFT,Equity,USD,23400461,150766.50184150971,-0.919020433,0.24986108507633586,0.000876,-0.582502731,-0.007564375,-0.000938343
Gold-480,Commodity Future,Gold,Commodity,USD,48499880,-3157173.654,-0.765811975,0.3845443667696529,-0.000426455,-0.055101565,-0.001713512,-0.021569144
AAPL Call Option-486,Equity Option,AAPL Call Option,Equity,USD,32359441,1367255.176951876,-0.609693947,0.062465460987058255,-0.003963738,-1.922700888,-0.213823988,-0.041602649
MSFT-462,Equity,MSFT,Equity,USD,23822314,-8930685.517,-0.348898161,0.5286102921753276,-0.003372302,-0.295638504,-0.004599487,-0.00892202
US 10Y Treasury-507,Bond,US 10Y Treasury,Rates,USD,48929104,195008.23227534443,-0.174315125,0.38567001515749644,-0.000266637,-0.072266399,-0.003696332,-0.26650462
EUR/USD Call Option-459,FX Option,EUR/USD Call Option,FX,USD,35677538,-2640301.861,-0.417655344,0.21245453194244707,-0.011489034,-0.684258368,-0.153827829,0.3098687722521806
EUR/USD Call Option-460,FX Option,EUR/USD Call Option,FX,USD,48456145,693335.0978576485,-1.247921066,0.22116284565835487,0.00436714,0.11041432601007144,-0.022988883,-0.052899384
AAPL-528,Equity,AAPL,Equity,USD,34020506,-1549332.902,0.38890382665772644,0.30611749708388286,0.00105302,-0.551096867,-0.017318403,0.00868624
TSLA-505,Equity,TSLA,Equity,USD,31201346,-4315482.987,-0.030090626,0.1864504933009864,4.9725581213966044e-05,0.4029839483526069,-0.004119302,-0.006626656
MSFT-463,Equity,MSFT,Equity,USD,16296494,8082158.109152716,1.4935718928944857,0.05238806,-0.000128333,-0.215317432,-0.000849652,0.025061304683236398
TSLA-506,Equity,TSLA,Equity,USD,27249854,-6304700.232,0.39122365682250865,0.064606596,-0.000121062,0.030064534,0.021298939443243618,-0.001905696
USD/JPY-496,FX Forward,USD/JPY,FX,USD,45437533,3627311.5116111934,-0.126708671,0.24675736958461092,-0.000326758,0.2351225695738194,-0.002508983,0.013213879304975057
EUR/USD Call Option-461,FX Option,EUR/USD Call Option,FX,USD,25532475,8492894.252,-1.17611895,0.11832192213473455,-0.005840108,0.7492699019642444,-0.177807119,-0.109152218
AAPL Call Option-487,Equity Option,AAPL Call Option,Equity,USD,277375,773399.1937,0.048522722,0.062300021055895036,0.001151976,0.790484588,-0.112027606,0.090833359
US 10Y Treasury-508,Bond,US 10Y Treasury,Rates,USD,20125496,7528169.7715896405,0.3470464053317272,0.5225980985191622,-0.000380408,-0.079807947,-0.002473703,0.39912913381383675
Gold-481,Commodity Future,Gold,Commodity,USD,11790075,-7502970.431,1.6563098787518533,0.20077552250356923,0.000264541,-0.350121807,0.006652762,-0.01238577
EUR/USD Call Option-462,FX Option,EUR/USD Call Option,FX,USD,6002232,-124224.5949,0.3029220596826683,0.3267174174417406,-0.019205875,-0.075120827,0.065455313,0.023069629107466003
AAPL Call Option-488,Equity Option,AAPL Call Option,Equity,USD,35882098,-859494.3904,0.6285662844869534,0.14867499630539271,-0.010405393,0.22759890383616185,-0.253718087,-0.031540485
EUR/USD-475,FX Forward,EUR/USD,FX,USD,16702752,-9837623.859,0.7034641766701661,0.075698735,2.8095615746562555e-05,0.088359975,-0.012333959,0.017758121422062935
Bund 10Y-469,Bond,Bund 10Y,Rates,EUR,27604324,-1134853.173,0.9750293513929154,0.4596764647187197,0.001245671,0.018605355956308398,-0.00640784,0.22983604940362265
US 10Y Treasury-509,Bond,US 10Y Treasury,Rates,USD,6500553,-2619404.872,0.6811830674317022,0.11872627005573087,-9.67E-06,-0.001223864,0.00422795,-0.359844347
MSFT-464,Equity,MSFT,Equity,USD,43869709,3395974.555492308,0.038004807029108294,0.064144296,-0.000311439,-0.07370728,-0.00080158,-0.014947707
AAPL Call Option-489,Equity Option,AAPL Call Option,Equity,USD,12603969,8766595.571530372,-1.177285236,0.37297668054487537,0.025785552192226925,-0.689805919,-0.137887731,-0.030162421
EUR/USD Call Option-463,FX Option,EUR/USD Call Option,FX,USD,39639939,-8284178.235,1.3056836655194344,0.057407164831797274,-0.000220861,-0.147203865,0.001942377,0.021216429297342104
EUR/USD Call Option-464,FX Option,EUR/USD Call Option,FX,USD,20502369,-3450472.266,0.061507804,0.28995726964567686,-0.006881466,-2.151953783,-0.08905235,0.051387307
EUR/USD Call Option-465,FX Option,EUR/USD Call Option,FX,USD,11077809,-1118705.252,-0.655562795,0.2088598266627989,-0.014114286,-0.860310186,-0.248870052,-0.035195219
WTI Crude Oil-506,Commodity Future,WTI Crude Oil,Commodity,USD,17977836,-896292.4393,-1.46451733,0.22567989171576408,0.000425649,0.011922738871672535,-0.041360177,0.013163431143948131
Bund 10Y-470,Bond,Bund 10Y,Rates,EUR,34663314,5496194.416845076,-1.07997607,0.052144474,-3.16E-05,0.011804360391282635,-0.004185764,-0.348281662
Bund 10Y-471,Bond,Bund 10Y,Rates,EUR,42173476,-1132086.683,0.14887803111674625,0.5803903442105374,-0.000594214,-0.014529438,0.000887179,0.4578168250082635
WTI Crude Oil-507,Commodity Future,WTI Crude Oil,Commodity,USD,4383667,-9456773.971,-0.184080844,0.33432970636594583,-0.000465247,0.1710716360179032,0.002542637,0.004396806
EUR/USD Call Option-466,FX Option,EUR/USD Call Option,FX,USD,27683937,4202081.891856626,0.23609932350393237,0.364881673,0.018072000295075556,1.2504697875783164,-0.103450022,-0.07843995
AAPL-529,Equity,AAPL,Equity,USD,43718942,7696593.902913433,1.2120232254458554,0.41636736670161534,0.001437596,0.25322170074265454,-0.023265391,-0.011289631
AAPL-530,Equity,AAPL,Equity,USD,18496746,278094.2509934567,-0.635303694,0.48863698507737174,-0.00319854,0.086324308,0.025205104868244878,-0.008028918
WTI Crude Oil-508,Commodity Future,WTI Crude Oil,Commodity,USD,3665117,1622170.4339701068,0.2783690111714855,0.38435001397004664,-0.002540153,-0.121436762,-0.006109694,-0.021785489
EUR/USD-476,FX Forward,EUR/USD,FX,USD,16633981,-6741271.221,-0.664054744,0.46920895802131984,0.001380166,0.18687949659803535,-0.000124699,0.002331353
USD/JPY-497,FX Forward,USD/JPY,FX,USD,41451647,-5587081.106,-1.071790483,0.29680441189958157,-3.78E-05,0.096804105,-0.003997599,-0.013513974
WTI Crude Oil-509,Commodity Future,WTI Crude Oil,Commodity,USD,7339967,-5296595.218,-2.270567635,0.2542013272224685,0.001505965,-0.091375854,0.011995712587756778,0.029073049490072795
USD/JPY-498,FX Forward,USD/JPY,FX,USD,38254937,-1385160.502,-0.969890749,0.5027236491152017,0.000258495,0.13849669559996958,0.008274098,-0.0464475
AAPL Call Option-490,Equity Option,AAPL Call Option,Equity,USD,28398929,8562904.418,0.8635730496731263,0.5259207882954046,0.010266557039948129,1.908785472833278,-0.176174177,0.021967856968836495
EUR/USD-477,FX Forward,EUR/USD,FX,USD,5443926,435695.33429772034,-0.645078309,0.12579366838281358,-4.24E-05,0.002001794,0.006140289,0.055871198494884124
US 10Y Treasury-510,Bond,US 10Y Treasury,Rates,USD,12720315,-6158047.096,0.17306733428554605,0.34846310282803356,-3.45E-05,0.001196574,-0.001037103,0.17418767685268233
USD/JPY-499,FX Forward,USD/JPY,FX,USD,30676969,-4678245.283,0.1279195247228978,0.4260033367673876,9.765035491359606e-05,-0.243882463,-0.004430372,0.030534556685465397
Bund 10Y-472,Bond,Bund 10Y,Rates,EUR,497046,-2319699.405,1.2218015353618108,0.095979305,-8.60E-06,-0.015836173,-0.003407713,0.3040254889862599
AAPL Call Option-491,Equity Option,AAPL Call Option,Equity,USD,39028917,2465179.513855988,1.1759744309128812,0.5612782492085133,0.042505549,0.6071893957268036,0.065150238,-0.006931831
Bund 10Y-473,Bond,Bund 10Y,Rates,EUR,22888010,-1199336.94,-0.396096022,0.3360603749944219,-0.00011033,0.015093982225170029,-0.001351658,0.40062937214992367
EUR/USD-478,FX Forward,EUR/USD,FX,USD,10871408,-2151103.116,-0.529713522,0.4050015795242137,-0.000402559,-0.187808664,-0.005812961,-0.025439252
USD/JPY-500,FX Forward,USD/JPY,FX,USD,3563587,1294572.007979896,1.3798309003227633,0.1480335114496945,0.000319947,0.1970569647957172,-0.011647854,0.026855190123707788
TSLA-507,Equity,TSLA,Equity,USD,24900863,-5163300.101,0.23835970352014843,0.195439079,-0.001064894,-0.017071386,0.006444244,0.002326586
EUR/USD-479,FX Forward,EUR/USD,FX,USD,11559705,-8421934.548,0.13310054819737144,0.11655066917466128,-0.000101256,-0.02060399,-0.00570197,-0.006532944
EUR/USD-480,FX Forward,EUR/USD,FX,USD,45749911,-9511713.704,1.430881884109396,0.19519929701963884,-3.48E-05,-0.149045041,-0.004801573,-0.05238137
TSLA-508,Equity,TSLA,Equity,USD,13773209,-4974816.731,0.5822074622232243,0.3208182209104893,-0.002749555,0.12607474186771467,0.002581422,0.016859600468244116
AAPL Call Option-492,Equity Option,AAPL Call Option,Equity,USD,211597,-8168159.317,0.13560611962141883,0.5084962797015129,0.00725722,-2.286233573,-0.082743513,0.012477126455137034
USD/JPY-501,FX Forward,USD/JPY,FX,USD,38021658,-3273187.23,3.7013048180886425,0.34354787826119987,-0.000190221,0.088907652,-0.003712462,-0.005744568
USD/JPY-502,FX Forward,USD/JPY,FX,USD,9899987,5458670.807195112,0.520426818,0.18445497902710284,0.000259916,-0.085484471,0.001591384,-0.014594021
EUR/USD Call Option-467,FX Option,EUR/USD Call Option,FX,USD,19271235,4325886.609736767,-1.066607077,0.074541591,0.000371486,0.5111650019854203,-0.104885198,0.039826693725920334
Bund 10Y-474,Bond,Bund 10Y,Rates,EUR,20714043,2218552.455760576,0.2152908836156141,0.3920834097488524,-0.000570495,-0.073488929,-0.001031901,0.2427178010338832
EUR/USD-481,FX Forward,EUR/USD,FX,USD,5079021,7050004.877589576,0.353319572,0.2810879435516564,-0.000930798,0.008404737,0.002631638,0.037306849880975664
EUR/USD-482,FX Forward,EUR/USD,FX,USD,29456985,-4358647.509,2.0845937012196663,0.5913946267493885,-0.001203039,0.1706582491779638,0.000708208,0.033922924
Gold-482,Commodity Future,Gold,Commodity,USD,12164163,7701075.060599312,0.361142796,0.47886793697643104,-0.000689297,-0.018021058,-0.002260207,-0.001354488
US 10Y Treasury-511,Bond,US 10Y Treasury,Rates,USD,22062053,-2015216.607,-0.366372517,0.4945995506003531,-0.000189726,0.030106594,-0.000247732,-0.483357802
EUR/USD-483,FX Forward,EUR/USD,FX,USD,37782173,-1982133.635,0.48194113832404756,0.056729263,-5.27E-05,-0.036161699,0.005533069,0.064553784
MSFT-465,Equity,MSFT,Equity,USD,15981023,-1892967.727,-1.213949722,0.4777874330972314,0.000910305,0.6164832268028148,0.00515907,0.013987763451735902
US 10Y Treasury-512,Bond,US 10Y Treasury,Rates,USD,14490091,-8038112.675,-0.207359664,0.15703732087152103,-0.000229817,-0.005588041,-0.003458088,0.2935294689261721
MSFT-466,Equity,MSFT,Equity,USD,41373593,9509809.966621116,0.38257169481584374,0.3721877297585682,-0.001508835,-0.388766766,0.005295193,0.003325788
USD/JPY-503,FX Forward,USD/JPY,FX,USD,13031037,-7229864.443,-1.013323927,0.29608186477364523,0.000797611,-0.318221702,-0.004361748,-0.003739956
US 10Y Treasury-513,Bond,US 10Y Treasury,Rates,USD,10359550,-3182285.511,-1.213602457,0.3643821178177239,-8.40E-05,0.062812881,-0.004694916,-0.66579849
EUR/USD-484,FX Forward,EUR/USD,FX,USD,46115783,-3613993.593,-1.248807521,0.1233939411826479,-4.35E-05,-0.101228274,-0.009937026,0.001618906
TSLA-509,Equity,TSLA,Equity,USD,28158883,-8506411.344,-0.814435413,0.30129042477613044,0.000908414,0.2850227987226503,-0.039915357,0.0013567
Bund 10Y-475,Bond,Bund 10Y,Rates,EUR,24695230,-6954797.398,0.34733968547700567,0.070319577,-0.000102995,-0.033086506,-0.00279511,-0.236110356
MSFT-467,Equity,MSFT,Equity,USD,38170457,-9102833.276,-0.479383138,0.072549641,7.948059477333249e-05,-0.211726948,-0.031938617,0.014700197624146077
EUR/USD Call Option-468,FX Option,EUR/USD Call Option,FX,USD,45971096,-4151910.129,-0.063388862,0.4117559719257384,-0.005047071,2.459570549049742,0.076132869,0.036017964809437815
